Phone,Event type,Date,Time Stamp
(282) 907-4698,Data,01/04/2018,12:36:31
(925) 793-2609,Voice,01/04/2018,08:48:03
(878) 304-5305,SMS,01/04/2018,10:50:18
(648) 268-8962,Data,01/04/2018,03:56:04
(359) 921-8631,Voice,01/04/2018,04:29:02
(752) 383-5854,SMS,01/04/2018,04:49:51
(715) 526-4124,Data,01/04/2018,06:31:24
(309) 200-2242,Voice,01/04/2018,17:12:07
(706) 307-8308,SMS,01/04/2018,08:06:57
(201) 972-9708,Data,01/04/2018,02:41:44
(876) 250-3874,Voice,01/04/2018,15:02:00
(633) 436-2958,SMS,01/04/2018,10:47:36
(555) 294-2531,Data,01/04/2018,14:33:06
(283) 646-8844,Voice,01/04/2018,07:07:06
(313) 585-6892,SMS,01/04/2018,06:57:16
(506) 430-2666,Data,01/04/2018,06:19:18
(935) 217-7810,Voice,01/04/2018,04:18:47
(784) 926-5614,SMS,01/04/2018,15:04:56
(782) 377-2886,Data,01/04/2018,20:43:05
(483) 227-1251,Voice,01/04/2018,14:42:30
(314) 829-1274,SMS,01/04/2018,13:02:27
(767) 633-8083,Data,01/04/2018,07:41:39
(825) 786-1343,Voice,01/04/2018,21:34:32
(209) 859-4899,SMS,01/04/2018,10:06:19
(626) 481-3196,Data,01/04/2018,00:30:17
(531) 846-8641,Voice,01/04/2018,05:17:25
(506) 430-2666,SMS,01/04/2018,12:32:07
(935) 217-7810,Data,01/04/2018,02:53:39
(542) 489-5061,Voice,01/04/2018,15:48:10
(475) 238-8074,SMS,01/04/2018,23:53:15
(935) 301-8596,Data,01/04/2018,23:40:27
(958) 842-2754,Voice,01/04/2018,03:41:45
(719) 575-8813,SMS,01/04/2018,02:08:55
(959) 991-3394,Data,01/04/2018,03:27:12
(676) 205-6196,Voice,01/04/2018,14:25:11
(340) 477-9776,SMS,01/04/2018,11:20:30
(340) 477-9777,Data,01/04/2018,07:02:44
(282) 907-4699,Voice,01/04/2018,14:10:19
(925) 793-2610,SMS,01/04/2018,18:36:54
(878) 304-5306,Data,01/04/2018,10:46:37
(648) 268-8963,Voice,01/04/2018,21:16:09
(359) 921-8632,SMS,01/04/2018,10:42:20
(752) 383-5855,Data,01/04/2018,00:01:06
(715) 526-4125,Voice,01/04/2018,08:54:04
(309) 200-2243,SMS,01/04/2018,10:02:47
(706) 307-8309,Data,01/04/2018,07:04:12
(201) 972-9709,Voice,01/04/2018,16:06:10
(876) 250-3875,SMS,01/04/2018,13:33:17
(633) 436-2959,Data,01/04/2018,23:58:14
(555) 294-2532,Voice,01/04/2018,11:27:33
(283) 646-8845,SMS,01/04/2018,13:02:50
(313) 585-6893,Data,01/04/2018,04:51:05
(506) 430-2667,Voice,01/04/2018,23:16:43
(935) 217-7811,SMS,01/04/2018,02:36:37
(784) 926-5615,Data,01/04/2018,19:07:50
(782) 377-2887,Voice,01/04/2018,09:58:11
(483) 227-1252,SMS,01/04/2018,00:44:45
(314) 829-1275,Data,01/04/2018,03:06:14
(767) 633-8084,Voice,01/04/2018,19:11:13
(825) 786-1344,SMS,01/04/2018,14:10:32
(209) 859-4900,Data,01/04/2018,00:01:54
(626) 481-3197,Voice,01/04/2018,21:38:01
(531) 846-8642,SMS,01/04/2018,09:24:11
(506) 430-2667,Data,01/04/2018,15:49:42
(935) 217-7811,Voice,01/04/2018,16:48:11
(542) 489-5062,SMS,01/04/2018,10:06:08
(475) 238-8075,Data,01/04/2018,10:47:55
(935) 301-8597,Voice,01/04/2018,09:50:31
(958) 842-2755,SMS,01/04/2018,08:56:01
(719) 575-8814,Data,01/04/2018,21:47:02
(959) 991-3395,Voice,01/04/2018,07:34:24
(676) 205-6197,SMS,01/04/2018,13:53:32
(340) 477-9778,Data,01/04/2018,17:07:49
(340) 477-9779,Voice,01/04/2018,22:46:27
(282) 907-4700,SMS,01/04/2018,22:08:11
(925) 793-2611,Data,01/04/2018,07:43:54
(878) 304-5307,Voice,01/04/2018,12:50:37
(648) 268-8964,SMS,01/04/2018,09:58:58
(359) 921-8633,Data,01/04/2018,10:59:57
(752) 383-5856,Voice,01/04/2018,17:26:05
(715) 526-4126,SMS,01/04/2018,10:58:09
(309) 200-2244,Data,01/04/2018,00:42:27
(706) 307-8310,Voice,01/04/2018,15:54:11
(201) 972-9710,SMS,01/04/2018,23:43:52
(876) 250-3876,Data,01/04/2018,11:49:08
(633) 436-2960,Voice,01/04/2018,05:13:20
(555) 294-2533,SMS,01/04/2018,14:01:56
(283) 646-8846,Data,01/04/2018,18:08:20
(313) 585-6894,Voice,01/04/2018,08:46:23
(506) 430-2668,SMS,01/04/2018,10:24:17
(935) 217-7812,Data,01/04/2018,10:06:10
(784) 926-5616,Voice,01/04/2018,08:20:55
(782) 377-2888,SMS,01/04/2018,03:43:25
(483) 227-1253,Data,01/04/2018,07:31:13
(314) 829-1276,Voice,01/04/2018,00:33:49
(767) 633-8085,SMS,01/04/2018,04:54:37
(825) 786-1345,Data,01/04/2018,15:30:27
(209) 859-4901,Voice,01/04/2018,12:16:13
(626) 481-3198,SMS,01/04/2018,10:03:06
(531) 846-8643,Data,01/04/2018,16:49:02
(506) 430-2668,Voice,01/04/2018,01:06:31
(935) 217-7812,SMS,01/04/2018,03:20:30
(542) 489-5063,Data,01/04/2018,06:33:56
(475) 238-8076,Voice,01/04/2018,06:04:07
(935) 301-8598,SMS,01/04/2018,23:01:10
(958) 842-2756,Data,01/04/2018,16:30:23
(719) 575-8815,Voice,01/04/2018,03:36:14
(959) 991-3396,SMS,01/04/2018,02:33:52
(676) 205-6198,Data,01/04/2018,04:59:26
(340) 477-9780,Voice,01/04/2018,17:43:35
(340) 477-9781,SMS,01/04/2018,05:28:52
(282) 907-4701,Data,01/04/2018,00:26:46
(925) 793-2612,Voice,01/04/2018,12:14:10
(878) 304-5308,SMS,01/04/2018,14:38:46
(648) 268-8965,Data,01/04/2018,03:37:10
(359) 921-8634,Voice,01/04/2018,05:45:53
(752) 383-5857,SMS,01/04/2018,16:55:04
(715) 526-4127,Data,01/04/2018,23:41:35
(309) 200-2245,Voice,01/04/2018,15:20:22
(706) 307-8311,SMS,01/04/2018,14:42:41
(201) 972-9711,Data,01/04/2018,12:27:22
(876) 250-3877,Voice,01/04/2018,01:44:10
(633) 436-2961,SMS,01/04/2018,00:21:01
(555) 294-2534,Data,01/04/2018,09:45:16
(283) 646-8847,Voice,01/04/2018,23:33:26
(313) 585-6895,SMS,01/04/2018,01:28:52
(506) 430-2669,Data,01/04/2018,14:10:42
(935) 217-7813,Voice,01/04/2018,01:42:14
(784) 926-5617,SMS,01/04/2018,16:53:11
(782) 377-2889,Data,01/04/2018,07:05:06
(483) 227-1254,Voice,01/04/2018,00:31:17
(314) 829-1277,SMS,01/04/2018,12:58:34
(767) 633-8086,Data,01/04/2018,07:49:40
(825) 786-1346,Voice,01/04/2018,00:41:52
(209) 859-4902,SMS,01/04/2018,23:03:54
(626) 481-3199,Data,01/04/2018,17:32:38
(531) 846-8644,Voice,01/04/2018,05:35:49
(506) 430-2669,SMS,01/04/2018,00:14:31
(935) 217-7813,Data,01/04/2018,18:10:44
(542) 489-5064,Voice,01/04/2018,20:05:35
(475) 238-8077,SMS,01/04/2018,12:25:47
(935) 301-8599,Data,01/04/2018,08:37:26
(958) 842-2757,Voice,01/04/2018,09:15:17
(719) 575-8816,SMS,01/04/2018,23:35:00
(959) 991-3397,Data,01/04/2018,06:41:23
(676) 205-6199,Voice,01/04/2018,10:04:25
(340) 477-9782,SMS,01/04/2018,14:43:08
(340) 477-9783,Data,01/04/2018,08:47:04
(282) 907-4702,Voice,01/04/2018,20:42:44
(925) 793-2613,SMS,01/04/2018,19:07:37
(878) 304-5309,Data,01/04/2018,11:30:15
(648) 268-8966,Voice,01/04/2018,09:17:28
(359) 921-8635,SMS,01/04/2018,13:27:42
(752) 383-5858,Data,01/04/2018,12:38:18
(715) 526-4128,Voice,01/04/2018,05:01:53
(309) 200-2246,SMS,01/04/2018,06:04:57
(706) 307-8312,Data,01/04/2018,17:09:28
(201) 972-9712,Voice,01/04/2018,13:53:27
(876) 250-3878,SMS,01/04/2018,12:59:50
(633) 436-2962,Data,01/04/2018,13:37:40
(555) 294-2535,Voice,01/04/2018,06:54:33
(283) 646-8848,SMS,01/04/2018,15:47:01
(313) 585-6896,Data,01/04/2018,01:22:03
(506) 430-2670,Voice,01/04/2018,15:21:16
(935) 217-7814,SMS,01/04/2018,09:03:03
(784) 926-5618,Data,01/04/2018,20:53:22
(782) 377-2890,Voice,01/04/2018,18:04:51
(483) 227-1255,SMS,01/04/2018,09:01:28
(314) 829-1278,Data,01/04/2018,11:49:18
(767) 633-8087,Voice,01/04/2018,23:08:53
(825) 786-1347,SMS,01/04/2018,15:29:44
(209) 859-4903,Data,01/04/2018,14:06:11
(626) 481-3200,Voice,01/04/2018,02:46:48
(531) 846-8645,SMS,01/04/2018,06:25:57
(506) 430-2670,Data,01/04/2018,22:34:38
(935) 217-7814,Voice,01/04/2018,02:44:55
(542) 489-5065,SMS,01/04/2018,18:43:57
(475) 238-8078,Data,01/04/2018,07:44:11
(935) 301-8600,Voice,01/04/2018,17:22:06
(958) 842-2758,SMS,01/04/2018,23:10:20
(719) 575-8817,Data,01/04/2018,08:30:53
(959) 991-3398,Voice,01/04/2018,16:09:21
(676) 205-6200,SMS,01/04/2018,19:26:53
(340) 477-9784,Data,01/04/2018,15:31:40
(340) 477-9785,Voice,01/04/2018,19:45:27
(282) 907-4703,SMS,01/04/2018,05:52:13
(925) 793-2614,Data,01/04/2018,00:35:58
(878) 304-5310,Voice,01/04/2018,11:46:12
(648) 268-8967,SMS,01/04/2018,11:19:24
(359) 921-8636,Data,01/04/2018,23:49:11
(752) 383-5859,Voice,01/04/2018,10:31:29
(715) 526-4129,SMS,01/04/2018,01:13:25
(309) 200-2247,Data,01/04/2018,10:01:25
(706) 307-8313,Voice,01/04/2018,18:38:05
(201) 972-9713,SMS,01/04/2018,12:11:22
(876) 250-3879,Data,01/04/2018,16:41:48
(633) 436-2963,Voice,01/04/2018,07:17:06
(555) 294-2536,SMS,01/04/2018,23:58:40
(283) 646-8849,Data,01/04/2018,19:10:30
(313) 585-6897,Voice,01/04/2018,09:56:15
(506) 430-2671,SMS,01/04/2018,12:46:43
(935) 217-7815,Data,01/04/2018,22:08:22
(784) 926-5619,Voice,01/04/2018,23:26:38
(782) 377-2891,SMS,01/04/2018,14:19:07
(483) 227-1256,Data,01/04/2018,11:02:25
(314) 829-1279,Voice,01/04/2018,14:48:42
(767) 633-8088,SMS,01/04/2018,17:48:24
(825) 786-1348,Data,01/04/2018,00:17:39
(209) 859-4904,Voice,01/04/2018,05:21:33
(626) 481-3201,SMS,01/04/2018,16:17:36
(531) 846-8646,Data,01/04/2018,15:57:00
(506) 430-2671,Voice,01/04/2018,23:14:52
(935) 217-7815,SMS,01/04/2018,02:21:49
(542) 489-5066,Data,01/04/2018,04:56:42
(475) 238-8079,Voice,01/04/2018,19:43:36
(935) 301-8601,SMS,01/04/2018,09:12:53
(958) 842-2759,Data,01/04/2018,15:59:49
(719) 575-8818,Voice,01/04/2018,07:57:28
(959) 991-3399,SMS,01/04/2018,01:17:52
(676) 205-6201,Data,01/04/2018,20:00:14
(340) 477-9786,Voice,01/04/2018,07:13:47
(340) 477-9787,SMS,01/04/2018,22:13:38
(282) 907-4704,Data,01/04/2018,08:13:31
(925) 793-2615,Voice,01/04/2018,06:35:41
(878) 304-5311,SMS,01/04/2018,16:12:04
(648) 268-8968,Data,01/04/2018,17:41:52
(359) 921-8637,Voice,01/04/2018,21:27:38
(752) 383-5860,SMS,01/04/2018,18:26:41
(715) 526-4130,Data,01/04/2018,09:38:37
(309) 200-2248,Voice,01/04/2018,13:29:07
(706) 307-8314,SMS,01/04/2018,21:00:48
(201) 972-9714,Data,01/04/2018,00:12:28
(876) 250-3880,Voice,01/04/2018,13:17:13
(633) 436-2964,SMS,01/04/2018,03:17:54
(555) 294-2537,Data,01/04/2018,19:51:21
(283) 646-8850,Voice,01/04/2018,08:25:44
(313) 585-6898,SMS,01/04/2018,23:51:27
(506) 430-2672,Data,01/04/2018,04:43:08
(935) 217-7816,Voice,01/04/2018,13:03:09
(784) 926-5620,SMS,01/04/2018,04:55:04
(782) 377-2892,Data,01/04/2018,19:14:19
(483) 227-1257,Voice,01/04/2018,02:50:38
(314) 829-1280,SMS,01/04/2018,18:54:16
(767) 633-8089,Data,01/04/2018,18:44:59
(825) 786-1349,Voice,01/04/2018,23:46:46
(209) 859-4905,SMS,01/04/2018,11:39:15
(626) 481-3202,Data,01/04/2018,23:41:02
(531) 846-8647,Voice,01/04/2018,09:34:05
(506) 430-2672,SMS,01/04/2018,20:28:43
(935) 217-7816,Data,01/04/2018,02:50:54
(542) 489-5067,Voice,01/04/2018,07:57:55
(475) 238-8080,SMS,01/04/2018,07:28:07
(935) 301-8602,Data,01/04/2018,09:44:48
(958) 842-2760,Voice,01/04/2018,08:21:10
(719) 575-8819,SMS,01/04/2018,11:08:55
(959) 991-3400,Data,01/04/2018,12:41:19
(676) 205-6202,Voice,01/04/2018,09:55:36
(340) 477-9788,SMS,01/04/2018,13:33:19
(340) 477-9789,Data,01/04/2018,20:55:27
(282) 907-4705,Voice,01/04/2018,18:58:41
(925) 793-2616,SMS,01/04/2018,03:13:07
(878) 304-5312,Data,01/04/2018,05:10:38
(648) 268-8969,Voice,01/04/2018,12:00:50
(359) 921-8638,SMS,01/04/2018,11:16:41
(752) 383-5861,Data,01/04/2018,05:14:40
(715) 526-4131,Voice,01/04/2018,20:04:50
(309) 200-2249,SMS,01/04/2018,12:26:21
(706) 307-8315,Data,01/04/2018,16:48:00
(201) 972-9715,Voice,01/04/2018,08:46:54
(876) 250-3881,SMS,01/04/2018,11:26:34
(633) 436-2965,Data,01/04/2018,00:32:21
(555) 294-2538,Voice,01/04/2018,20:20:52
(283) 646-8851,SMS,01/04/2018,23:56:22
(313) 585-6899,Data,01/04/2018,12:35:56
(506) 430-2673,Voice,01/04/2018,15:31:50
(935) 217-7817,SMS,01/04/2018,07:39:25
(784) 926-5621,Data,01/04/2018,16:39:13
(782) 377-2893,Voice,01/04/2018,20:44:31
(483) 227-1258,SMS,01/04/2018,10:42:35
(314) 829-1281,Data,01/04/2018,10:33:59
(767) 633-8090,Voice,01/04/2018,11:55:51
(825) 786-1350,SMS,01/04/2018,06:32:00
(209) 859-4906,Data,01/04/2018,21:49:27
(626) 481-3203,Voice,01/04/2018,15:17:06
(531) 846-8648,SMS,01/04/2018,15:24:28
(506) 430-2673,Data,01/04/2018,07:54:38
(935) 217-7817,Voice,01/04/2018,22:20:31
(542) 489-5068,SMS,01/04/2018,07:57:54
(475) 238-8081,Data,01/04/2018,14:33:24
(935) 301-8603,Voice,01/04/2018,03:17:13
(958) 842-2761,SMS,01/04/2018,23:26:29
(719) 575-8820,Data,01/04/2018,15:32:06
(959) 991-3401,Voice,01/04/2018,13:54:51
(676) 205-6203,SMS,01/04/2018,03:48:48
(340) 477-9790,Data,01/04/2018,01:42:10
(340) 477-9791,Voice,01/04/2018,00:09:25
(282) 907-4706,SMS,01/04/2018,09:09:30
(925) 793-2617,Data,01/04/2018,06:20:55
(878) 304-5313,Voice,01/04/2018,16:48:53
(648) 268-8970,SMS,01/04/2018,01:59:02
(359) 921-8639,Data,01/04/2018,01:44:09
(752) 383-5862,Voice,01/04/2018,20:07:34
(715) 526-4132,SMS,01/04/2018,02:12:27
(309) 200-2250,Data,01/04/2018,10:05:31
(706) 307-8316,Voice,01/04/2018,05:28:31
(201) 972-9716,SMS,01/04/2018,02:25:13
(876) 250-3882,Data,01/04/2018,22:33:13
(633) 436-2966,Voice,01/04/2018,05:41:40
(555) 294-2539,SMS,01/04/2018,11:18:56
(283) 646-8852,Data,01/04/2018,23:27:38
(313) 585-6900,Voice,01/04/2018,14:19:46
(506) 430-2674,SMS,01/04/2018,05:41:37
(935) 217-7818,Data,01/04/2018,01:28:28
(784) 926-5622,Voice,01/04/2018,18:10:34
(782) 377-2894,SMS,01/04/2018,01:27:42
(483) 227-1259,Data,01/04/2018,06:06:23
(314) 829-1282,Voice,01/04/2018,11:16:11
(767) 633-8091,SMS,01/04/2018,10:31:17
(825) 786-1351,Data,01/04/2018,13:17:58
(209) 859-4907,Voice,01/04/2018,00:45:01
(626) 481-3204,SMS,01/04/2018,19:23:44
(531) 846-8649,Data,01/04/2018,19:04:36
(506) 430-2674,Voice,01/04/2018,03:16:42
(935) 217-7818,SMS,01/04/2018,10:45:52
(542) 489-5069,Data,01/04/2018,12:36:20
(475) 238-8082,Voice,01/04/2018,10:55:01
(935) 301-8604,SMS,01/04/2018,10:55:48
(958) 842-2762,Data,01/04/2018,22:52:09
(719) 575-8821,Voice,01/04/2018,23:14:38
(959) 991-3402,SMS,01/04/2018,11:57:21
(676) 205-6204,Data,01/04/2018,01:23:10
(340) 477-9792,Voice,01/04/2018,19:11:31
(340) 477-9793,SMS,01/04/2018,23:14:46
(282) 907-4707,Data,01/04/2018,17:01:39
(925) 793-2618,Voice,01/04/2018,12:38:01
(878) 304-5314,SMS,01/04/2018,04:54:16
(648) 268-8971,Data,01/04/2018,12:08:00
(359) 921-8640,Voice,01/04/2018,15:58:43
(752) 383-5863,SMS,01/04/2018,16:50:44
(715) 526-4133,Data,01/04/2018,06:11:43
(309) 200-2251,Voice,01/04/2018,15:38:31
(706) 307-8317,SMS,01/04/2018,02:21:09
(201) 972-9717,Data,01/04/2018,22:17:03
(876) 250-3883,Voice,01/04/2018,21:46:44
(633) 436-2967,SMS,01/04/2018,13:00:56
(555) 294-2540,Data,01/04/2018,21:15:44
(283) 646-8853,Voice,01/04/2018,17:03:09
(313) 585-6901,SMS,01/04/2018,14:32:43
(506) 430-2675,Data,01/04/2018,04:24:05
(935) 217-7819,Voice,01/04/2018,18:35:03
(784) 926-5623,SMS,01/04/2018,00:19:00
(782) 377-2895,Data,01/04/2018,02:11:45
(483) 227-1260,Voice,01/04/2018,20:05:27
(314) 829-1283,SMS,01/04/2018,19:19:04
(767) 633-8092,Data,01/04/2018,20:14:53
(825) 786-1352,Voice,01/04/2018,09:52:27
(209) 859-4908,SMS,01/04/2018,05:23:22
(626) 481-3205,Data,01/04/2018,22:43:24
(531) 846-8650,Voice,01/04/2018,12:06:21
(506) 430-2675,SMS,01/04/2018,18:37:45
(935) 217-7819,Data,01/04/2018,22:29:57
(542) 489-5070,Voice,01/04/2018,21:31:57
(475) 238-8083,SMS,01/04/2018,02:02:06
(935) 301-8605,Data,01/04/2018,18:35:38
(958) 842-2763,Voice,01/04/2018,12:43:25
(719) 575-8822,SMS,01/04/2018,20:30:10
(959) 991-3403,Data,01/04/2018,02:00:35
(676) 205-6205,Voice,01/04/2018,14:11:06
(340) 477-9794,SMS,01/04/2018,12:17:11
(340) 477-9795,Data,01/04/2018,04:31:03
(282) 907-4708,Voice,01/04/2018,14:29:56
(925) 793-2619,SMS,01/04/2018,01:21:09
(878) 304-5315,Data,01/04/2018,01:41:03
(648) 268-8972,Voice,01/04/2018,02:52:23
(359) 921-8641,SMS,01/04/2018,14:10:11
(752) 383-5864,Data,01/04/2018,06:03:40
(715) 526-4134,Voice,01/04/2018,09:30:50
(309) 200-2252,SMS,01/04/2018,07:26:54
(706) 307-8318,Data,01/04/2018,23:54:22
(201) 972-9718,Voice,01/04/2018,01:59:16
(876) 250-3884,SMS,01/04/2018,22:00:11
(633) 436-2968,Data,01/04/2018,15:06:18
(555) 294-2541,Voice,01/04/2018,16:42:17
(283) 646-8854,SMS,01/04/2018,12:09:31
(313) 585-6902,Data,01/04/2018,07:52:20
(506) 430-2676,Voice,01/04/2018,14:08:38
(935) 217-7820,SMS,01/04/2018,13:36:02
(784) 926-5624,Data,01/04/2018,14:40:40
(782) 377-2896,Voice,01/04/2018,21:18:52
(483) 227-1261,SMS,01/04/2018,07:13:44
(314) 829-1284,Data,01/04/2018,14:01:49
(767) 633-8093,Voice,01/04/2018,20:07:49
(825) 786-1353,SMS,01/04/2018,21:20:42
(209) 859-4909,Data,01/04/2018,01:59:48
(626) 481-3206,Voice,01/04/2018,14:10:04
(531) 846-8651,SMS,01/04/2018,06:51:36
(506) 430-2676,Data,01/04/2018,13:41:11
(935) 217-7820,Voice,01/04/2018,03:02:26
(542) 489-5071,SMS,01/04/2018,22:30:16
(475) 238-8084,Data,01/04/2018,23:49:30
(935) 301-8606,Voice,01/04/2018,08:40:02
(958) 842-2764,SMS,01/04/2018,19:29:36
(719) 575-8823,Data,01/04/2018,18:57:21
(959) 991-3404,Voice,01/04/2018,07:31:01
(676) 205-6206,SMS,01/04/2018,18:20:01
(340) 477-9796,Data,01/04/2018,17:07:04
(340) 477-9797,Voice,01/04/2018,07:01:28
(282) 907-4709,SMS,01/04/2018,20:05:53
(925) 793-2620,Data,01/04/2018,22:47:44
(878) 304-5316,Voice,01/04/2018,20:26:06
(648) 268-8973,SMS,01/04/2018,03:50:40
(359) 921-8642,Data,01/04/2018,08:51:23
(752) 383-5865,Voice,01/04/2018,04:54:17
(715) 526-4135,SMS,01/04/2018,13:51:07
(309) 200-2253,Data,01/04/2018,05:50:45
(706) 307-8319,Voice,01/04/2018,16:13:02
(201) 972-9719,SMS,01/04/2018,17:27:26
(876) 250-3885,Data,01/04/2018,06:56:35
(633) 436-2969,Voice,01/04/2018,11:51:08
(555) 294-2542,SMS,01/04/2018,06:42:01
(283) 646-8855,Data,01/04/2018,12:06:52
(313) 585-6903,Voice,01/04/2018,07:42:08
(506) 430-2677,SMS,01/04/2018,20:53:08
(935) 217-7821,Data,01/04/2018,21:56:49
(784) 926-5625,Voice,01/04/2018,15:59:43
(782) 377-2897,SMS,01/04/2018,06:37:04
(483) 227-1262,Data,01/04/2018,03:28:05
(314) 829-1285,Voice,01/04/2018,19:39:29
(767) 633-8094,SMS,01/04/2018,01:23:51
(825) 786-1354,Data,01/04/2018,21:38:39
(209) 859-4910,Voice,01/04/2018,02:56:32
(626) 481-3207,SMS,01/04/2018,20:53:02
(531) 846-8652,Data,01/04/2018,04:38:07
(506) 430-2677,Voice,01/04/2018,06:03:32
(935) 217-7821,SMS,01/04/2018,08:48:26
(542) 489-5072,Data,01/04/2018,19:45:56
(475) 238-8085,Voice,01/04/2018,18:21:56
(935) 301-8607,SMS,01/04/2018,13:22:14
(958) 842-2765,Data,01/04/2018,17:19:41
(719) 575-8824,Voice,01/04/2018,06:02:42
(959) 991-3405,SMS,01/04/2018,22:51:23
(676) 205-6207,Data,01/04/2018,14:54:00
(340) 477-9798,Voice,01/04/2018,01:01:56
(340) 477-9799,SMS,01/04/2018,11:22:22
(282) 907-4710,Data,01/04/2018,22:07:58
(925) 793-2621,Voice,01/04/2018,05:17:14
(878) 304-5317,SMS,01/04/2018,10:17:37
(648) 268-8974,Data,01/04/2018,20:16:49
(359) 921-8643,Voice,01/04/2018,04:56:36
(752) 383-5866,SMS,01/04/2018,23:31:31
(715) 526-4136,Data,01/04/2018,02:28:32
(309) 200-2254,Voice,01/04/2018,23:32:21
(706) 307-8320,SMS,01/04/2018,17:09:26
(201) 972-9720,Data,01/04/2018,11:27:09
(876) 250-3886,Voice,01/04/2018,08:01:39
(633) 436-2970,SMS,01/04/2018,18:18:14
(555) 294-2543,Data,01/04/2018,14:26:58
(283) 646-8856,Voice,01/04/2018,20:22:00
(313) 585-6904,SMS,01/04/2018,05:35:48
(506) 430-2678,Data,01/04/2018,21:30:58
(935) 217-7822,Voice,01/04/2018,08:17:43
(784) 926-5626,SMS,01/04/2018,06:19:40
(782) 377-2898,Data,01/04/2018,04:51:36
(483) 227-1263,Voice,01/04/2018,08:35:11
(314) 829-1286,SMS,01/04/2018,17:08:03
(767) 633-8095,Data,01/04/2018,01:37:44
(825) 786-1355,Voice,01/04/2018,13:36:54
(209) 859-4911,SMS,01/04/2018,23:33:11
(626) 481-3208,Data,01/04/2018,06:35:35
(531) 846-8653,Voice,01/04/2018,00:51:12
(506) 430-2678,SMS,01/04/2018,17:58:41
(935) 217-7822,Data,01/04/2018,02:49:06
(542) 489-5073,Voice,01/04/2018,11:45:36
(475) 238-8086,SMS,01/04/2018,00:54:45
(935) 301-8608,Data,01/04/2018,01:53:07
(958) 842-2766,Voice,01/04/2018,08:33:11
(719) 575-8825,SMS,01/04/2018,12:48:02
(959) 991-3406,Data,01/04/2018,19:28:18
(676) 205-6208,Voice,01/04/2018,05:43:19
(340) 477-9800,SMS,01/04/2018,01:42:52
(340) 477-9801,Data,01/04/2018,16:00:27
(282) 907-4711,Voice,01/04/2018,13:11:16
(925) 793-2622,SMS,01/04/2018,12:17:34
(878) 304-5318,Data,01/04/2018,09:41:20
(648) 268-8975,Voice,01/04/2018,23:09:11
(359) 921-8644,SMS,01/04/2018,15:23:07
(752) 383-5867,Data,01/04/2018,23:34:37
(715) 526-4137,Voice,01/04/2018,19:35:29
(309) 200-2255,SMS,01/04/2018,10:35:25
(706) 307-8321,Data,01/04/2018,01:43:16
(201) 972-9721,Voice,01/04/2018,01:41:28
(876) 250-3887,SMS,01/04/2018,11:35:26
(633) 436-2971,Data,01/04/2018,07:19:40
(555) 294-2544,Voice,01/04/2018,04:33:50
(283) 646-8857,SMS,01/04/2018,02:53:47
(313) 585-6905,Data,01/04/2018,03:04:38
(506) 430-2679,Voice,01/04/2018,15:04:32
(935) 217-7823,SMS,01/04/2018,03:48:47
